([93, 18, 92, 26, 73, 12, 77, 27, 89, 44, 35, 63, 41, 10, 3, 20, 61, 7, 57, 63, 81, 88, 81, 23, 6, 21, 21, 58, 81, 79, 39, 79, 73, 66, 96, 48, 5, 45, 23, 90, 7, 91, 47, 26, 25, 34, 55, 48, 55, 63], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1], 3)
([47, 68, 61, 75, 54, 6, 30, 1, 60, 19, 59, 30, 55, 37, 13, 33, 98, 6, 30, 24, 45, 23, 31, 98, 22, 53, 82, 94, 27, 77, 84, 36, 51, 42, 97, 64, 60, 19, 2, 7, 19, 45, 79, 64, 19, 49, 3, 23, 41, 76], [1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0], 0)
([13, 4, 47, 74, 80, 85, 48, 3, 75, 91, 51, 19, 42, 60, 34, 49, 39, 93, 14, 24, 6, 80, 18, 12, 52, 93, 54, 46, 11, 71, 91, 53, 87, 31, 9, 31, 6, 77, 75, 24, 22, 1, 45, 66, 65, 34, 14, 57, 29, 35], [1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0], 2)
([19, 27, 63, 76, 84, 91, 83, 82, 66, 54, 74, 43, 56, 9, 96, 51, 16, 20, 64, 79, 16, 68, 13, 88, 98, 29, 82, 14, 61, 18, 48, 16, 87, 34, 13, 39, 44, 55, 96, 52, 18, 14, 20, 96, 96, 61, 69, 56, 81, 1], [0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0], 2)
([54, 90, 42, 12, 10, 41, 27, 71, 17, 50, 39, 97, 68, 62, 47, 21, 85, 62, 79, 90, 36, 40, 8, 90, 55, 68, 30, 80, 41, 87, 85, 80, 95, 3, 86, 3, 85, 23, 52, 46, 91, 20, 38, 66, 31, 19, 54, 48, 95, 54], [1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0], 3)
([3, 21, 13, 7, 9, 78, 17, 87, 91, 49, 60, 12, 62, 35, 71, 46, 37, 98, 72, 94, 15, 15, 10, 63, 29, 36, 31, 12, 42, 56, 7, 7, 69, 14, 19, 11, 34, 43, 62, 23, 83, 82, 49, 63, 34, 28, 91, 78, 92, 40], [1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0], 4)
([46, 60, 94, 53, 99, 44, 24, 53, 83, 7, 65, 1, 40, 63, 2, 60, 79, 5, 42, 36, 57, 33, 62, 87, 71, 88, 40, 73, 2, 53, 2, 3, 3, 27, 65, 6, 37, 68, 38, 5, 60, 45, 67, 43, 64, 7, 34, 65, 38, 12], [1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1], 1)
([17, 40, 95, 17, 60, 12, 43, 51, 51, 25, 18, 57, 67, 74, 83, 10, 87, 39, 35, 75, 17, 37, 80, 63, 60, 61, 4, 91, 32, 89, 9, 83, 75, 25, 49, 43, 81, 92, 8, 74, 60, 42, 17, 44, 76, 86, 61, 39, 92, 57], [1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1], 1)
([41, 3, 66, 18, 3, 69, 23, 18, 90, 15, 32, 4, 88, 78, 10, 34, 73, 6, 11, 55, 24, 15, 41, 24, 48, 49, 44, 93, 9, 83, 96, 71, 9, 99, 75, 9, 48, 80, 64, 72, 89, 82, 92, 3, 56, 60, 57, 31, 46, 83], [1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1], 1)
([74, 70, 52, 97, 19, 45, 39, 33, 88, 41, 35, 34, 71, 60, 58, 72, 35, 86, 68, 93, 34, 71, 19, 62, 23, 15, 66, 9, 91, 37, 98, 88, 47, 90, 91, 24, 61, 90, 1, 67, 58, 17, 9, 96, 89, 71, 12, 65, 30, 91], [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0], 2)
([57, 36, 96, 61, 69, 11, 36, 31, 37, 99, 50, 22, 44, 93, 1, 5, 68, 41, 75, 46, 15, 66, 37, 23, 8, 42, 71, 96, 96, 21, 26, 8, 25, 54, 48, 66, 54, 32, 80, 80, 85, 58, 58, 69, 66, 95, 17, 86, 74, 70], [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1], 6)
([4, 61, 16, 52, 81, 49, 46, 99, 82, 75, 18, 88, 65, 21, 11, 9, 21, 20, 81, 51, 5, 33, 95, 13, 83, 89, 54, 40, 52, 90, 77, 61, 37, 77, 88, 70, 14, 22, 19, 18, 28, 76, 3, 99, 15, 28, 79, 39, 48, 85], [0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0], 1)
([25, 1, 75, 14, 74, 57, 70, 15, 66, 86, 20, 35, 35, 87, 8, 38, 23, 9, 37, 63, 82, 31, 6, 19, 57, 55, 15, 83, 64, 66, 49, 90, 43, 95, 9, 92, 87, 65, 99, 3, 13, 32, 47, 42, 83, 5, 43, 48, 37, 31], [0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0], 1)
([46, 14, 24, 60, 69, 22, 38, 71, 9, 1, 76, 47, 34, 67, 10, 62, 10, 9, 42, 99, 26, 43, 49, 37, 17, 11, 41, 9, 75, 48, 43, 23, 19, 20, 69, 59, 75, 75, 82, 39, 77, 65, 17, 31, 92, 88, 37, 71, 51, 30], [0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0], 1)
([29, 4, 1, 82, 7, 89, 77, 26, 14, 38, 83, 74, 63, 5, 34, 52, 51, 66, 19, 96, 20, 32, 40, 82, 72, 54, 28, 89, 99, 57, 93, 60, 64, 99, 19, 22, 54, 12, 18, 69, 22, 86, 44, 72, 51, 75, 41, 61, 36, 66], [1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0], 3)
([47, 52, 46, 62, 63, 61, 78, 95, 44, 23, 9, 93, 67, 88, 67, 42, 48, 33, 11, 81, 32, 41, 10, 59, 38, 56, 39, 59, 36, 85, 84, 24, 77, 31, 33, 88, 78, 96, 54, 32, 87, 57, 75, 66, 39, 76, 5, 53, 25, 84], [0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0], 1)
([83, 58, 48, 52, 26, 4, 87, 81, 67, 28, 67, 70, 53, 72, 15, 6, 46, 41, 66, 13, 94, 92, 22, 88, 29, 87, 42, 33, 86, 20, 37, 76, 50, 32, 67, 90, 28, 3, 48, 93, 83, 3, 88, 70, 28, 66, 27, 32, 98, 1], [1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1], 4)
([33, 98, 72, 54, 53, 88, 38, 27, 74, 49, 9, 10, 50, 37, 74, 31, 78, 89, 25, 85, 48, 9, 74, 51, 54, 16, 81, 75, 77, 50, 16, 78, 66, 75, 30, 4, 8, 47, 69, 12, 5, 60, 59, 24, 22, 42, 67, 16, 57, 58], [1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1], 4)
([88, 41, 15, 91, 35, 98, 88, 30, 51, 31, 20, 54, 58, 40, 27, 46, 28, 32, 88, 69, 16, 20, 84, 84, 75, 10, 48, 25, 22, 33, 41, 97, 21, 31, 32, 17, 74, 86, 94, 23, 67, 40, 87, 72, 32, 16, 5, 52, 30, 90], [0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1], 0)
([56, 31, 90, 32, 66, 17, 4, 72, 56, 74, 15, 17, 28, 55, 41, 15, 14, 25, 20, 16, 71, 46, 17, 86, 99, 91, 73, 48, 56, 21, 69, 59, 31, 98, 16, 44, 66, 96, 15, 37, 85, 23, 48, 26, 38, 9, 17, 17, 65, 32], [1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1], 1)
([84, 94, 98, 56, 74, 80, 78, 64, 42, 39, 38, 67, 79, 65, 95, 88, 59, 42, 69, 47, 22, 89, 65, 71, 61, 45, 12, 47, 53, 56, 73, 40, 56, 94, 28, 63, 30, 70, 46, 30, 60, 83, 26, 96, 18, 67, 66, 43, 74, 55], [0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1], 1)
([25, 76, 4, 3, 58, 58, 71, 35, 15, 40, 67, 49, 75, 18, 27, 78, 42, 43, 16, 53, 82, 87, 99, 50, 69, 53, 93, 27, 13, 31, 37, 61, 22, 53, 32, 72, 5, 11, 51, 42, 72, 82, 43, 54, 65, 4, 32, 83, 13, 19], [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1], 2)
([39, 94, 7, 63, 97, 40, 59, 46, 79, 30, 22, 89, 86, 38, 68, 31, 86, 30, 51, 9, 13, 82, 89, 85, 16, 47, 62, 57, 51, 12, 5, 40, 80, 30, 81, 95, 85, 63, 15, 25, 99, 13, 54, 49, 97, 68, 20, 92, 7, 22], [1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1], 0)
([63, 67, 87, 12, 75, 70, 17, 94, 37, 26, 12, 69, 47, 55, 42, 1, 45, 57, 47, 98, 6, 10, 81, 73, 52, 24, 93, 36, 27, 5, 72, 35, 53, 73, 9, 28, 23, 49, 63, 81, 37, 8, 97, 60, 3, 7, 90, 76, 38, 74], [1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 0)
([46, 49, 6, 68, 56, 34, 84, 37, 6, 45, 96, 48, 46, 14, 53, 76, 88, 23, 91, 81, 7, 47, 70, 17, 51, 33, 90, 59, 16, 17, 35, 32, 75, 18, 40, 3, 51, 17, 99, 25, 34, 89, 89, 73, 87, 75, 72, 66, 49, 92], [0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1], 1)
([59, 84, 9, 17, 61, 98, 40, 9, 57, 19, 6, 81, 74, 95, 81, 5, 26, 10, 36, 9, 27, 14, 8, 98, 32, 70, 56, 78, 14, 90, 1, 65, 36, 30, 58, 65, 48, 18, 29, 58, 84, 91, 12, 54, 11, 88, 78, 89, 15, 91], [0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0], 0)
([84, 46, 50, 45, 25, 14, 67, 48, 51, 94, 80, 40, 95, 11, 84, 51, 11, 62, 54, 39, 93, 27, 94, 98, 85, 25, 99, 79, 86, 55, 6, 96, 24, 3, 46, 75, 9, 99, 4, 88, 47, 5, 18, 81, 86, 21, 70, 94, 65, 43], [0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0], 0)
([95, 67, 11, 55, 60, 62, 53, 78, 96, 11, 24, 75, 9, 93, 1, 54, 75, 99, 46, 5, 82, 52, 27, 72, 81, 65, 85, 35, 14, 82, 49, 48, 47, 10, 86, 51, 14, 37, 15, 79, 24, 99, 61, 6, 76, 7, 11, 87, 59, 7], [0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0], 1)
([87, 93, 70, 2, 62, 39, 48, 37, 64, 91, 37, 48, 34, 7, 52, 53, 80, 31, 7, 74, 17, 82, 41, 32, 63, 40, 81, 35, 53, 29, 67, 40, 82, 44, 5, 7, 50, 10, 24, 6, 63, 16, 12, 32, 46, 16, 27, 77, 36, 25], [0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0], 0)
([74, 42, 89, 27, 11, 46, 61, 9, 33, 1, 51, 14, 68, 67, 53, 83, 67, 62, 2, 61, 42, 65, 30, 61, 93, 14, 90, 96, 34, 29, 77, 47, 31, 9, 86, 85, 99, 49, 76, 61, 12, 26, 22, 11, 4, 3, 77, 75, 51, 76], [0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0], 0)
